Epico,Historia,Titulo Historia,Data-Lake,Chave,Titulo,Status,Data Criacao,Data Atualizacao,Quantidade Subtarefas,Categoria_Analise
BF3E4-22,BF3E4-2679,[COMERCIAL - 58] Auditoria e Logs - TAMANHO: P,COMERCIAL,BF3E4-2681,1.1 DataMart_MKSPEC.tb_mkspec_log,Open,2026-03-10T19:04:29.212-0300,2026-03-10T19:04:29.363-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2679,[COMERCIAL - 58] Auditoria e Logs - TAMANHO: P,COMERCIAL,BF3E4-2680,[1] DAG - data-lake-commercial-carga-datamart-mkspec,Open,2026-03-10T19:04:28.156-0300,2026-03-10T19:04:28.298-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2671,[COMERCIAL - 57] Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,COMERCIAL,BF3E4-2678,[QA] Testes / Data Quality,Open,2026-03-10T19:04:22.531-0300,2026-03-10T19:04:22.712-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2671,[COMERCIAL - 57] Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,COMERCIAL,BF3E4-2677,3.1 vw_ihs_log,Open,2026-03-10T19:04:21.295-0300,2026-03-10T19:04:21.472-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2671,[COMERCIAL - 57] Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,COMERCIAL,BF3E4-2676,[3] Views Analíticas,Open,2026-03-10T19:04:20.198-0300,2026-03-10T19:04:20.365-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2671,[COMERCIAL - 57] Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,COMERCIAL,BF3E4-2675,2.1 DataMart_IHS.tb_ihs_log,Open,2026-03-10T19:04:18.872-0300,2026-03-10T19:04:19.087-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2671,[COMERCIAL - 57] Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,COMERCIAL,BF3E4-2674,[2] Tabela de Log de Auditoria,Open,2026-03-10T19:04:17.678-0300,2026-03-10T19:04:17.851-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2671,[COMERCIAL - 57] Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,COMERCIAL,BF3E4-2673,1.1 Analytics_IHS.tb_ihs_ccp_hist,Open,2026-03-10T19:04:16.321-0300,2026-03-10T19:04:16.479-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2671,[COMERCIAL - 57] Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,COMERCIAL,BF3E4-2672,[1] DAG - data-lake-commercial-carga-analytics-ihs-ccp_hist,Open,2026-03-10T19:04:14.987-0300,2026-03-10T19:04:15.175-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2670,[QA] Testes / Data Quality,Open,2026-03-10T19:04:08.265-0300,2026-03-10T19:04:08.463-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2669,3.1 vw_product_segmentation_segment_forecast,Open,2026-03-10T19:04:06.889-0300,2026-03-10T19:04:07.089-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2668,[3] Views Analíticas,Open,2026-03-10T19:04:05.559-0300,2026-03-10T19:04:05.754-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2667,2.1 DataMart_IHS.tb_product_segmentation_segment_forecast,Open,2026-03-10T19:04:04.210-0300,2026-03-10T19:04:04.356-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2666,[2] DAG - data-lake-commercial-carga-datamart-ihs-product_segmentation_segment_forecast,Open,2026-03-10T19:04:02.744-0300,2026-03-10T19:04:02.895-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2665,1.2 Staging_IHS.tb_product_segmentation_segment_forecast,Open,2026-03-10T19:04:01.442-0300,2026-03-10T19:04:01.678-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2664,1.1 Staging_IHS.tb_product_segmentation_segment_forecast_raw,Open,2026-03-10T19:03:59.796-0300,2026-03-10T19:04:00.087-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2662,[COMERCIAL - 56] Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,COMERCIAL,BF3E4-2663,[1] Cloud Function Template - fn_load_gcs_bgq_ihs (Event-Driven),Open,2026-03-10T19:03:58.423-0300,2026-03-10T19:03:58.614-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2661,[QA] Testes / Data Quality,Open,2026-03-10T19:03:51.521-0300,2026-03-10T19:03:51.729-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2660,3.2 vw_vehicle_production_cycle_plan,Open,2026-03-10T19:03:49.970-0300,2026-03-10T19:03:50.147-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2659,3.1 vw_vehicle_sales_cycle_plan,Open,2026-03-10T19:03:48.416-0300,2026-03-10T19:03:48.604-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2658,[3] Views Analíticas,Open,2026-03-10T19:03:46.825-0300,2026-03-10T19:03:46.990-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2657,2.2 DataMart_IHS.tb_vehicle_production_cycle_plan,Open,2026-03-10T19:03:45.195-0300,2026-03-10T19:03:45.418-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2656,2.1 DataMart_IHS.tb_vehicle_sales_cycle_plan,Open,2026-03-10T19:03:43.878-0300,2026-03-10T19:03:44.055-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2655,[2] DAGs de Cycle Plan (Sales e Production),Open,2026-03-10T19:03:42.267-0300,2026-03-10T19:03:42.445-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2654,1.2 Staging_IHS.tb_vehicle_production_cycle_plan,Open,2026-03-10T19:03:41.056-0300,2026-03-10T19:03:41.225-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2653,1.1 Staging_IHS.tb_vehicle_sales_cycle_plan,Open,2026-03-10T19:03:39.694-0300,2026-03-10T19:03:39.877-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2651,[COMERCIAL - 55] Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,COMERCIAL,BF3E4-2652,[1] Cloud Function Template - fn_load_gcs_bgq_ihs (Event-Driven),Open,2026-03-10T19:03:38.038-0300,2026-03-10T19:03:38.209-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2650,[QA] Testes / Data Quality,Open,2026-03-10T19:03:32.250-0300,2026-03-10T19:03:32.422-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2649,3.1 vw_vehicle_plant_capacity,Open,2026-03-10T19:03:30.908-0300,2026-03-10T19:03:31.111-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2648,[3] Views Analíticas,Open,2026-03-10T19:03:29.704-0300,2026-03-10T19:03:29.848-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2647,2.2 DataMart_IHS.tb_vehicle_plant_capacity_wide,Open,2026-03-10T19:03:28.557-0300,2026-03-10T19:03:28.752-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2646,2.1 DataMart_IHS.tb_vehicle_plant_capacity,Open,2026-03-10T19:03:27.306-0300,2026-03-10T19:03:27.502-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2645,[2] DAG - data-lake-commercial-carga-datamart-ihs-vehicle_plant_capacity,Open,2026-03-10T19:03:25.935-0300,2026-03-10T19:03:26.181-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2644,1.2 Staging_IHS.tb_vehicle_plant_capacity,Open,2026-03-10T19:03:24.592-0300,2026-03-10T19:03:24.762-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2643,1.1 Staging_IHS.tb_vehicle_plant_capacity_raw,Open,2026-03-10T19:03:23.445-0300,2026-03-10T19:03:23.607-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2641,[COMERCIAL - 54] Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,COMERCIAL,BF3E4-2642,[1] Cloud Function Template - fn_load_gcs_bgq_ihs (Event-Driven),Open,2026-03-10T19:03:22.171-0300,2026-03-10T19:03:22.342-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2640,[QA] Testes / Data Quality,Open,2026-03-10T19:03:14.453-0300,2026-03-10T19:03:14.632-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2639,3.1 vw_light_vehicle_powertrain,Open,2026-03-10T19:03:13.286-0300,2026-03-10T19:03:13.460-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2638,[3] Views Analíticas,Open,2026-03-10T19:03:11.923-0300,2026-03-10T19:03:12.113-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2637,2.1 DataMart_IHS.tb_light_vehicle_powertrain,Open,2026-03-10T19:03:10.522-0300,2026-03-10T19:03:10.690-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2636,[2] DAG - data-lake-commercial-carga-datamart-ihs-light_vehicle_powertrain,Open,2026-03-10T19:03:09.388-0300,2026-03-10T19:03:09.539-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2635,1.2 Staging_IHS.tb_light_vehicle_powertrain,Open,2026-03-10T19:03:07.700-0300,2026-03-10T19:03:07.890-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2634,1.1 Staging_IHS.tb_light_vehicle_powertrain_raw,Open,2026-03-10T19:03:06.164-0300,2026-03-10T19:03:06.332-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2632,[COMERCIAL - 53] Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,COMERCIAL,BF3E4-2633,[1] Cloud Function Template - fn_load_gcs_bgq_ihs (Event-Driven),Open,2026-03-10T19:03:04.683-0300,2026-03-10T19:03:04.840-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2631,[QA] Testes / Data Quality,Open,2026-03-10T19:02:55.493-0300,2026-03-10T19:02:55.633-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2630,3.1 vw_light_vehicle_sales,Open,2026-03-10T19:02:54.344-0300,2026-03-10T19:02:54.504-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2629,[3] Views Analíticas,Open,2026-03-10T19:02:53.298-0300,2026-03-10T19:02:53.433-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2628,2.1 DataMart_IHS.tb_light_vehicle_sales,Open,2026-03-10T19:02:52.171-0300,2026-03-10T19:02:52.347-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2627,[2] DAG - data-lake-commercial-carga-datamart-ihs-light_vehicle_sales,Open,2026-03-10T19:02:51.050-0300,2026-03-10T19:02:51.213-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2626,1.2 Staging_IHS.tb_light_vehicle_sales,Open,2026-03-10T19:02:49.743-0300,2026-03-10T19:02:49.928-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2625,1.1 Staging_IHS.tb_light_vehicle_sales_raw,Open,2026-03-10T19:02:48.586-0300,2026-03-10T19:02:48.740-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2623,[COMERCIAL - 52] Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,COMERCIAL,BF3E4-2624,[1] Cloud Function Template - fn_load_gcs_bgq_ihs (Event-Driven),Open,2026-03-10T19:02:47.127-0300,2026-03-10T19:02:47.295-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2616,[COMERCIAL - 51] Emplacamentos Pessoa Física (PF) - TAMANHO: P,COMERCIAL,BF3E4-2622,[QA] Testes / Data Quality,Open,2026-03-10T19:02:39.993-0300,2026-03-10T19:02:40.174-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2616,[COMERCIAL - 51] Emplacamentos Pessoa Física (PF) - TAMANHO: P,COMERCIAL,BF3E4-2621,2.1 vw_emplacamento_neocom_pessoa_fisica,Open,2026-03-10T19:02:38.474-0300,2026-03-10T19:02:38.687-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2616,[COMERCIAL - 51] Emplacamentos Pessoa Física (PF) - TAMANHO: P,COMERCIAL,BF3E4-2620,[2] Views Analíticas,Open,2026-03-10T19:02:36.918-0300,2026-03-10T19:02:37.104-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2616,[COMERCIAL - 51] Emplacamentos Pessoa Física (PF) - TAMANHO: P,COMERCIAL,BF3E4-2619,1.2 DataMart_Emplacamento_Neocom.tb_emplacamento_neocom_pessoa_fisica,Open,2026-03-10T19:02:35.755-0300,2026-03-10T19:02:35.890-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2616,[COMERCIAL - 51] Emplacamentos Pessoa Física (PF) - TAMANHO: P,COMERCIAL,BF3E4-2618,1.1 Staging_Emplacamento_Neocom.tb_staging_emplacamento_neocom_pessoa_fisica,Open,2026-03-10T19:02:34.173-0300,2026-03-10T19:02:34.330-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2616,[COMERCIAL - 51] Emplacamentos Pessoa Física (PF) - TAMANHO: P,COMERCIAL,BF3E4-2617,[1] DAG - data-lake-commercial-emplacamento_neocom_pessoa_fisica,Open,2026-03-10T19:02:32.611-0300,2026-03-10T19:02:32.806-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2609,[COMERCIAL - 50] Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,COMERCIAL,BF3E4-2615,[QA] Testes / Data Quality,Open,2026-03-10T19:02:26.806-0300,2026-03-10T19:02:27.024-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2609,[COMERCIAL - 50] Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,COMERCIAL,BF3E4-2614,2.1 vw_emplacamento_neocom,Open,2026-03-10T19:02:25.315-0300,2026-03-10T19:02:25.490-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2609,[COMERCIAL - 50] Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,COMERCIAL,BF3E4-2613,[2] Views Analíticas,Open,2026-03-10T19:02:24.133-0300,2026-03-10T19:02:24.298-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2609,[COMERCIAL - 50] Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,COMERCIAL,BF3E4-2612,1.2 DataMart_Emplacamento_Neocom.tb_emplacamento_neocom,Open,2026-03-10T19:02:22.604-0300,2026-03-10T19:02:22.896-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2609,[COMERCIAL - 50] Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,COMERCIAL,BF3E4-2611,1.1 Staging_Emplacamento_Neocom.tb_staging_emplacamento_neocom,Open,2026-03-10T19:02:21.072-0300,2026-03-10T19:02:21.252-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2609,[COMERCIAL - 50] Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,COMERCIAL,BF3E4-2610,[1] DAG - data-lake-commercial-emplacamento_neocom,Open,2026-03-10T19:02:19.788-0300,2026-03-10T19:02:19.974-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2602,[COMERCIAL - 49] Call Center e Integrações Especiais - TAMANHO: P,COMERCIAL,BF3E4-2608,[QA] Testes / Data Quality,Open,2026-03-10T19:02:12.579-0300,2026-03-10T19:02:12.765-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2602,[COMERCIAL - 49] Call Center e Integrações Especiais - TAMANHO: P,COMERCIAL,BF3E4-2607,2.2 vw_call_center_leapmotor,Open,2026-03-10T19:02:11.292-0300,2026-03-10T19:02:11.506-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2602,[COMERCIAL - 49] Call Center e Integrações Especiais - TAMANHO: P,COMERCIAL,BF3E4-2606,2.1 vw_call_center,Open,2026-03-10T19:02:09.407-0300,2026-03-10T19:02:09.595-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2602,[COMERCIAL - 49] Call Center e Integrações Especiais - TAMANHO: P,COMERCIAL,BF3E4-2605,[2] Views Analíticas,Open,2026-03-10T19:02:08.159-0300,2026-03-10T19:02:08.319-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2602,[COMERCIAL - 49] Call Center e Integrações Especiais - TAMANHO: P,COMERCIAL,BF3E4-2604,1.1 DataMart_CustomerSurvey.tb_call_center,Open,2026-03-10T19:02:06.587-0300,2026-03-10T19:02:06.795-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2602,[COMERCIAL - 49] Call Center e Integrações Especiais - TAMANHO: P,COMERCIAL,BF3E4-2603,[1] DAG - data-lake-commercial-customersurvey-cec-ex-p,Open,2026-03-10T19:02:04.800-0300,2026-03-10T19:02:05.016-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2559,[COMERCIAL - 45] After Sales - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2601,5.2 vw_pa_arg_ex_p,Open,2026-03-10T19:01:56.543-0300,2026-03-10T19:01:56.799-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2559,[COMERCIAL - 45] After Sales - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2600,5.1 vw_pa_arg_ex_f,Open,2026-03-10T19:01:54.640-0300,2026-03-10T19:01:54.916-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2559,[COMERCIAL - 45] After Sales - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2599,[5] Views Analíticas,Open,2026-03-10T19:01:53.036-0300,2026-03-10T19:01:53.218-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2559,[COMERCIAL - 45] After Sales - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2598,4.1 DataMart_CustomerSurvey.tb_plan_de_ahorro_ex_p,Open,2026-03-10T19:01:51.586-0300,2026-03-10T19:01:51.774-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2559,[COMERCIAL - 45] After Sales - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2597,[4] DAG - data-lake-commercial-customersurvey-plan-de-ahorro-ex-p,Open,2026-03-10T19:01:50.088-0300,2026-03-10T19:01:50.266-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2589,[QA] Testes / Data Quality,Open,2026-03-10T19:01:31.504-0300,2026-03-10T19:01:31.653-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2588,4.3 vw_nv_br_leapmotor,Open,2026-03-10T19:01:30.302-0300,2026-03-10T19:01:30.536-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2587,4.2 vw_nv_arg_ex_p,Open,2026-03-10T19:01:28.645-0300,2026-03-10T19:01:28.835-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2586,4.1 vw_nv_arg_ex_f,Open,2026-03-10T19:01:27.361-0300,2026-03-10T19:01:27.538-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2585,[4] Views Analíticas,Open,2026-03-10T19:01:26.241-0300,2026-03-10T19:01:26.398-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2584,2.1 DataMart_CustomerSurvey.tb_nv_argentina_ex_p,Open,2026-03-10T19:01:24.926-0300,2026-03-10T19:01:25.158-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2583,[2] DAG - data-lake-commercial-customersurvey-nv-argentina-ex-p,Open,2026-03-10T19:01:23.184-0300,2026-03-10T19:01:23.404-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2582,1.1 DataMart_CustomerSurvey.tb_nv_argentina_ex_f,Open,2026-03-10T19:01:21.531-0300,2026-03-10T19:01:21.703-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2580,"[COMERCIAL - 47] New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",COMERCIAL,BF3E4-2581,[1] DAG - data-lake-commercial-customersurvey-nv-argentina-ex-f,Open,2026-03-10T19:01:19.982-0300,2026-03-10T19:01:20.157-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2568,[COMERCIAL - 46] New Vehicle - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2579,[QA] Testes / Data Quality,Open,2026-03-10T19:01:11.890-0300,2026-03-10T19:01:12.030-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2568,[COMERCIAL - 46] New Vehicle - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2578,4.3 vw_nv_br_flua,Open,2026-03-10T19:01:10.581-0300,2026-03-10T19:01:10.816-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2568,[COMERCIAL - 46] New Vehicle - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2577,4.2 vw_nv_br_ex_p,Open,2026-03-10T19:01:08.712-0300,2026-03-10T19:01:09.012-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2568,[COMERCIAL - 46] New Vehicle - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2576,4.1 vw_nv_br_ex_f,Open,2026-03-10T19:01:07.260-0300,2026-03-10T19:01:07.439-0300,0,Desenvolvimento/Outros
BF3E4-22,BF3E4-2568,[COMERCIAL - 46] New Vehicle - Brasil - TAMANHO: M,COMERCIAL,BF3E4-2575,[4] Views Analíticas,Open,2026-03-10T19:01:06.062-0300,2026-03-10T19:01:06.222-0300,0,Desenvolvimento/Outros
